Algorithm,ExecuteTime,ExploredCells,TotalPath,ShortestPath,Length,MapType,Success
bestFirst,0.0040814876556396484,95,95,16,18,VaryingMap,True
greedyBestFirst,0.002607107162475586,24,51,37,18,VaryingMap,True
AStar,0.001909017562866211,24,39,30,18,VaryingMap,True
depthFirst,0.0010499954223632812,33,33,22,18,LimitMap,True
breadthFirst,0.0,146,146,18,18,LimitMap,True
bestFirst,0.0009806156158447266,31,31,21,18,LimitMap,True
greedyBestFirst,0.0,21,21,20,18,LimitMap,True
AStar,0.0010247230529785156,21,21,20,18,LimitMap,True
depthFirst,0.0,54,108,63,18,IdealMap,True
breadthFirst,0.005155086517333984,549,1107,28,18,IdealMap,True
bestFirst,0.008679866790771484,342,491,43,18,IdealMap,True
greedyBestFirst,0.0010280609130859375,16,33,29,18,IdealMap,True
AStar,0.00012254714965820312,16,29,29,18,IdealMap,True
depthFirst,0.0009272098541259766,22,22,23,18,BaseMap,True
breadthFirst,0.001990079879760742,112,112,13,18,BaseMap,True
bestFirst,0.0005774497985839844,22,22,23,18,BaseMap,True
greedyBestFirst,0.0011851787567138672,18,18,14,18,BaseMap,True
AStar,0.0010731220245361328,18,18,14,18,BaseMap,True
depthFirst,0.004007577896118164,30,30,31,18,ParabolicMap,True
breadthFirst,0.010942459106445312,408,408,16,18,ParabolicMap,True
bestFirst,0.005232810974121094,30,30,31,18,ParabolicMap,True
greedyBestFirst,0.01179814338684082,43,43,21,18,ParabolicMap,True
AStar,0.011385440826416016,43,43,21,18,ParabolicMap,True
depthFirst,0.0,14,30,31,18,VaryingMap,True
breadthFirst,0.005612373352050781,282,560,22,18,VaryingMap,True
bestFirst,0.0042934417724609375,104,104,16,18,VaryingMap,True
greedyBestFirst,0.0009105205535888672,18,39,36,18,VaryingMap,True
AStar,0.0025873184204101562,22,36,29,18,VaryingMap,True
depthFirst,0.0,31,31,12,18,LimitMap,True
breadthFirst,0.0,74,74,10,18,LimitMap,True
bestFirst,0.0,11,11,12,18,LimitMap,True
greedyBestFirst,0.0009641647338867188,26,26,10,18,LimitMap,True
AStar,0.0,26,26,10,18,LimitMap,True
depthFirst,0.0009987354278564453,166,333,46,18,IdealMap,True
breadthFirst,0.004281759262084961,446,872,22,18,IdealMap,True
bestFirst,0.006575822830200195,248,340,20,18,IdealMap,True
greedyBestFirst,0.0,14,27,25,18,IdealMap,True
AStar,0.0,13,20,22,18,IdealMap,True
depthFirst,0.002027273178100586,31,31,31,18,BaseMap,True
breadthFirst,0.005784034729003906,145,145,16,18,BaseMap,True
bestFirst,0.0011110305786132812,31,31,31,18,BaseMap,True
greedyBestFirst,0.0019178390502929688,30,30,18,18,BaseMap,True
AStar,0.0036652088165283203,30,30,18,18,BaseMap,True
depthFirst,0.004206418991088867,26,26,27,18,ParabolicMap,True
breadthFirst,0.008730649948120117,372,372,15,18,ParabolicMap,True
bestFirst,0.0029478073120117188,26,26,27,18,ParabolicMap,True
greedyBestFirst,0.0068149566650390625,30,30,23,18,ParabolicMap,True
AStar,0.005600929260253906,30,30,23,18,ParabolicMap,True
depthFirst,0.0009453296661376953,15,29,32,18,VaryingMap,True
breadthFirst,0.004209995269775391,295,582,28,18,VaryingMap,True
bestFirst,0.005563259124755859,123,123,18,18,VaryingMap,True
greedyBestFirst,0.002276182174682617,30,58,40,18,VaryingMap,True
AStar,0.004528045654296875,39,62,36,18,VaryingMap,True
depthFirst,0.0,35,35,32,18,LimitMap,True
breadthFirst,0.0010135173797607422,79,79,10,18,LimitMap,True
bestFirst,0.0,37,37,28,18,LimitMap,True
greedyBestFirst,0.0,11,11,11,18,LimitMap,True
AStar,0.0,11,11,11,18,LimitMap,True
depthFirst,0.003996610641479492,253,488,67,18,IdealMap,True
breadthFirst,0.003468751907348633,361,716,26,18,IdealMap,True
bestFirst,0.005020856857299805,235,330,21,18,IdealMap,True
greedyBestFirst,0.0,12,22,25,18,IdealMap,True
AStar,0.0010018348693847656,21,37,25,18,IdealMap,True
depthFirst,0.0010366439819335938,16,16,17,18,BaseMap,True
breadthFirst,0.0009322166442871094,83,83,10,18,BaseMap,True
bestFirst,0.001049041748046875,16,16,17,18,BaseMap,True
greedyBestFirst,0.000988006591796875,11,11,12,18,BaseMap,True
AStar,0.0010058879852294922,11,11,12,18,BaseMap,True
depthFirst,0.004791975021362305,27,27,28,18,ParabolicMap,True
breadthFirst,0.011849403381347656,385,385,15,18,ParabolicMap,True
bestFirst,0.0056476593017578125,27,27,28,18,ParabolicMap,True
greedyBestFirst,0.006731986999511719,29,29,25,18,ParabolicMap,True
AStar,0.007827043533325195,29,29,25,18,ParabolicMap,True
depthFirst,0.0,12,21,24,18,VaryingMap,True
breadthFirst,0.0035202503204345703,198,392,23,18,VaryingMap,True
bestFirst,0.003239870071411133,80,80,14,18,VaryingMap,True
greedyBestFirst,0.0019614696502685547,15,29,32,18,VaryingMap,True
AStar,0.002037525177001953,19,24,23,18,VaryingMap,True
depthFirst,0.0,37,37,28,18,LimitMap,True
breadthFirst,0.0,117,117,15,18,LimitMap,True
bestFirst,0.0,19,19,18,18,LimitMap,True
greedyBestFirst,0.0009198188781738281,15,15,16,18,LimitMap,True
AStar,0.0005245208740234375,15,15,16,18,LimitMap,True
depthFirst,0.0,65,124,35,18,IdealMap,True
breadthFirst,0.005249977111816406,416,822,24,18,IdealMap,True
bestFirst,0.003979682922363281,174,223,19,18,IdealMap,True
greedyBestFirst,0.0005395412445068359,13,23,22,18,IdealMap,True
AStar,0.0,21,37,22,18,IdealMap,True
depthFirst,0.0,21,21,22,18,BaseMap,True
breadthFirst,0.001008749008178711,99,99,12,18,BaseMap,True
bestFirst,0.0,21,21,22,18,BaseMap,True
greedyBestFirst,0.0009889602661132812,20,20,15,18,BaseMap,True
AStar,0.0010395050048828125,20,20,15,18,BaseMap,True
depthFirst,0.0021958351135253906,18,18,19,18,ParabolicMap,True
breadthFirst,0.0040471553802490234,214,214,10,18,ParabolicMap,True
bestFirst,0.002916097640991211,18,18,19,18,ParabolicMap,True
greedyBestFirst,0.0022454261779785156,28,28,15,18,ParabolicMap,True
AStar,0.0030078887939453125,28,28,15,18,ParabolicMap,True
depthFirst,0.0,11,26,29,18,VaryingMap,True
breadthFirst,0.00299835205078125,174,347,20,18,VaryingMap,True
bestFirst,0.0019652843475341797,74,74,13,18,VaryingMap,True
greedyBestFirst,0.0011773109436035156,19,36,20,18,VaryingMap,True
AStar,0.002027273178100586,26,41,20,18,VaryingMap,True
depthFirst,0.0,12,12,13,18,LimitMap,True
breadthFirst,0.0010406970977783203,104,104,13,18,LimitMap,True
bestFirst,0.0,31,31,29,18,LimitMap,True
greedyBestFirst,0.0,29,29,14,18,LimitMap,True
AStar,0.0005533695220947266,29,29,14,18,LimitMap,True
depthFirst,0.001049041748046875,104,188,94,18,IdealMap,True
breadthFirst,0.00304412841796875,358,702,19,18,IdealMap,True
bestFirst,0.0026214122772216797,122,167,15,18,IdealMap,True
greedyBestFirst,0.0,16,34,31,18,IdealMap,True
AStar,0.0,11,18,19,18,IdealMap,True
depthFirst,0.0019981861114501953,27,27,27,18,BaseMap,True
breadthFirst,0.0031156539916992188,125,125,14,18,BaseMap,True
bestFirst,0.0009670257568359375,27,27,27,18,BaseMap,True
greedyBestFirst,0.07367444038391113,29,29,22,18,BaseMap,True
AStar,0.0011680126190185547,29,29,22,18,BaseMap,True
depthFirst,0.018837451934814453,28,28,29,18,ParabolicMap,True
breadthFirst,0.009866714477539062,392,392,15,18,ParabolicMap,True
bestFirst,0.006369829177856445,28,28,29,18,ParabolicMap,True
greedyBestFirst,0.009511470794677734,40,40,24,18,ParabolicMap,True
AStar,0.011902093887329102,40,40,24,18,ParabolicMap,True
depthFirst,0.0,17,32,33,18,VaryingMap,True
breadthFirst,0.004828691482543945,325,642,0,18,VaryingMap,False
bestFirst,0.006037712097167969,139,139,20,18,VaryingMap,True
greedyBestFirst,0.0026504993438720703,32,62,40,18,VaryingMap,True
AStar,0.0030202865600585938,36,51,38,18,VaryingMap,True
depthFirst,0.0,30,30,30,18,LimitMap,True
breadthFirst,0.0,125,125,16,18,LimitMap,True
bestFirst,0.0010573863983154297,94,94,34,18,LimitMap,True
greedyBestFirst,0.0,19,19,16,18,LimitMap,True
AStar,0.0,19,19,16,18,LimitMap,True
depthFirst,0.0019555091857910156,121,253,138,18,IdealMap,True
breadthFirst,0.003579854965209961,466,927,24,18,IdealMap,True
bestFirst,0.004326581954956055,224,292,23,18,IdealMap,True
greedyBestFirst,0.0,15,30,29,18,IdealMap,True
AStar,0.0,14,22,23,18,IdealMap,True
depthFirst,0.0010519027709960938,32,32,32,18,BaseMap,True
breadthFirst,0.0010390281677246094,151,151,17,18,BaseMap,True
bestFirst,0.0009367465972900391,32,32,32,18,BaseMap,True
greedyBestFirst,0.0010149478912353516,27,27,25,18,BaseMap,True
AStar,0.001997709274291992,27,27,25,18,BaseMap,True
depthFirst,0.0012395381927490234,18,18,19,18,ParabolicMap,True
breadthFirst,0.004634380340576172,215,215,10,18,ParabolicMap,True
bestFirst,0.002023935317993164,18,18,19,18,ParabolicMap,True
greedyBestFirst,0.0019788742065429688,14,14,13,18,ParabolicMap,True
AStar,0.002123117446899414,14,14,13,18,ParabolicMap,True
depthFirst,0.0,16,24,27,18,VaryingMap,True
breadthFirst,0.004560708999633789,325,645,0,18,VaryingMap,False
bestFirst,0.00825357437133789,134,134,21,18,VaryingMap,True
greedyBestFirst,0.00395655632019043,35,64,49,18,VaryingMap,True
AStar,0.004042387008666992,33,46,40,18,VaryingMap,True
depthFirst,0.0010573863983154297,46,46,36,18,LimitMap,True
breadthFirst,0.0,78,78,10,18,LimitMap,True
bestFirst,0.0,14,14,15,18,LimitMap,True
greedyBestFirst,0.0010223388671875,9,9,10,18,LimitMap,True
AStar,0.0,9,9,10,18,LimitMap,True
depthFirst,0.002009153366088867,188,379,127,18,IdealMap,True
breadthFirst,0.002964496612548828,325,655,19,18,IdealMap,True
bestFirst,0.001033782958984375,89,128,20,18,IdealMap,True
greedyBestFirst,0.0,11,21,19,18,IdealMap,True
AStar,9.1552734375e-05,11,16,16,18,IdealMap,True
depthFirst,0.0010437965393066406,22,22,23,18,BaseMap,True
breadthFirst,0.004772663116455078,104,104,12,18,BaseMap,True
bestFirst,0.002009868621826172,22,22,23,18,BaseMap,True
greedyBestFirst,0.0030260086059570312,15,15,14,18,BaseMap,True
AStar,0.0022487640380859375,15,15,14,18,BaseMap,True
depthFirst,0.010957956314086914,34,34,35,18,ParabolicMap,True
breadthFirst,0.022980690002441406,477,477,18,18,ParabolicMap,True
bestFirst,0.008986473083496094,34,34,35,18,ParabolicMap,True
greedyBestFirst,0.01838994026184082,28,28,25,18,ParabolicMap,True
AStar,0.01763749122619629,28,28,25,18,ParabolicMap,True
depthFirst,0.0015060901641845703,13,25,27,18,VaryingMap,True
breadthFirst,0.004012107849121094,257,509,23,18,VaryingMap,True
bestFirst,0.0044939517974853516,100,100,15,18,VaryingMap,True
greedyBestFirst,0.003041505813598633,23,44,40,18,VaryingMap,True
AStar,0.002002716064453125,23,33,27,18,VaryingMap,True
depthFirst,0.0,31,31,27,18,LimitMap,True
breadthFirst,0.0,119,119,15,18,LimitMap,True
bestFirst,0.0,14,14,15,18,LimitMap,True
greedyBestFirst,0.0010018348693847656,17,17,17,18,LimitMap,True
AStar,0.0,17,17,17,18,LimitMap,True
depthFirst,0.0040891170501708984,285,566,106,18,IdealMap,True
breadthFirst,0.007009029388427734,636,1254,35,18,IdealMap,True
bestFirst,0.01316213607788086,390,565,29,18,IdealMap,True
greedyBestFirst,0.0,24,43,43,18,IdealMap,True
AStar,0.0010035037994384766,27,45,40,18,IdealMap,True
depthFirst,0.0010726451873779297,34,34,33,18,BaseMap,True
breadthFirst,0.0020301342010498047,154,154,18,18,BaseMap,True
bestFirst,0.0040018558502197266,33,33,33,18,BaseMap,True
greedyBestFirst,0.0024566650390625,22,22,20,18,BaseMap,True
AStar,0.0025246143341064453,22,22,20,18,BaseMap,True
depthFirst,0.002995014190673828,22,22,23,18,ParabolicMap,True
breadthFirst,0.008546590805053711,304,304,13,18,ParabolicMap,True
bestFirst,0.0049173831939697266,22,22,23,18,ParabolicMap,True
greedyBestFirst,0.010516881942749023,31,31,19,18,ParabolicMap,True
AStar,0.00967097282409668,31,31,19,18,ParabolicMap,True
depthFirst,0.0,14,29,30,18,VaryingMap,True
breadthFirst,0.003995180130004883,267,524,29,18,VaryingMap,True
bestFirst,0.00621342658996582,106,106,17,18,VaryingMap,True
greedyBestFirst,0.002978086471557617,23,45,42,18,VaryingMap,True
AStar,0.0031270980834960938,27,34,21,18,VaryingMap,True
depthFirst,0.0010001659393310547,48,48,35,18,LimitMap,True
breadthFirst,0.0,69,69,10,18,LimitMap,True
bestFirst,0.001176595687866211,56,56,27,18,LimitMap,True
greedyBestFirst,0.0,10,10,10,18,LimitMap,True
AStar,0.0,10,10,10,18,LimitMap,True
depthFirst,0.0030438899993896484,254,525,69,18,IdealMap,True
breadthFirst,0.006930112838745117,532,1076,36,18,IdealMap,True
bestFirst,0.004620552062988281,186,267,32,18,IdealMap,True
greedyBestFirst,0.0010094642639160156,14,35,38,18,IdealMap,True
AStar,0.0,16,29,30,18,IdealMap,True
depthFirst,0.0,23,23,23,18,BaseMap,True
breadthFirst,0.001001596450805664,97,97,12,18,BaseMap,True
bestFirst,0.0010013580322265625,23,23,23,18,BaseMap,True
greedyBestFirst,0.0010161399841308594,14,14,14,18,BaseMap,True
AStar,0.0,14,14,14,18,BaseMap,True
depthFirst,0.00548553466796875,30,30,31,18,ParabolicMap,True
breadthFirst,0.009402275085449219,430,430,16,18,ParabolicMap,True
bestFirst,0.004287242889404297,30,30,31,18,ParabolicMap,True
greedyBestFirst,0.022014856338500977,57,57,27,18,ParabolicMap,True
AStar,0.01839590072631836,57,57,27,18,ParabolicMap,True
depthFirst,0.0,11,21,24,18,VaryingMap,True
breadthFirst,0.0029039382934570312,197,393,24,18,VaryingMap,True
bestFirst,0.0025179386138916016,82,82,15,18,VaryingMap,True
greedyBestFirst,0.0010075569152832031,15,26,26,18,VaryingMap,True
AStar,0.0009999275207519531,16,22,22,18,VaryingMap,True
depthFirst,0.0010628700256347656,49,49,33,18,LimitMap,True
breadthFirst,0.0010333061218261719,100,100,13,18,LimitMap,True
bestFirst,0.0,17,17,16,18,LimitMap,True
greedyBestFirst,0.0,13,13,14,18,LimitMap,True
AStar,0.0012850761413574219,13,13,14,18,LimitMap,True
depthFirst,0.0016937255859375,165,329,31,18,IdealMap,True
breadthFirst,0.005522966384887695,425,842,27,18,IdealMap,True
bestFirst,0.0045964717864990234,215,303,22,18,IdealMap,True
greedyBestFirst,0.0,15,30,26,18,IdealMap,True
AStar,0.0,23,40,26,18,IdealMap,True
depthFirst,0.0014929771423339844,31,31,31,18,BaseMap,True
breadthFirst,0.0020411014556884766,142,142,16,18,BaseMap,True
bestFirst,0.0011222362518310547,31,31,31,18,BaseMap,True
greedyBestFirst,0.0030374526977539062,28,28,20,18,BaseMap,True
AStar,0.0026264190673828125,28,28,20,18,BaseMap,True
depthFirst,0.004168272018432617,30,30,31,18,ParabolicMap,True
breadthFirst,0.009731769561767578,410,410,16,18,ParabolicMap,True
bestFirst,0.005777835845947266,30,30,31,18,ParabolicMap,True
greedyBestFirst,0.005133628845214844,30,30,22,18,ParabolicMap,True
AStar,0.005693197250366211,30,30,22,18,ParabolicMap,True
depthFirst,0.0005624294281005859,13,27,30,18,VaryingMap,True
breadthFirst,0.002250194549560547,202,405,22,18,VaryingMap,True
bestFirst,0.0025382041931152344,77,77,14,18,VaryingMap,True
greedyBestFirst,0.0010840892791748047,17,32,19,18,VaryingMap,True
AStar,0.0,17,25,20,18,VaryingMap,True
depthFirst,0.0,27,27,25,18,LimitMap,True
breadthFirst,0.0,131,131,16,18,LimitMap,True
bestFirst,0.0009915828704833984,24,24,22,18,LimitMap,True
greedyBestFirst,0.0,19,19,17,18,LimitMap,True
AStar,0.0,19,19,17,18,LimitMap,True
depthFirst,0.004190683364868164,587,1166,0,18,IdealMap,False
breadthFirst,0.006605863571166992,713,1394,0,18,IdealMap,False
bestFirst,0.015017271041870117,653,1240,0,18,IdealMap,False
greedyBestFirst,0.009669065475463867,549,1097,0,18,IdealMap,False
AStar,0.010700464248657227,563,1098,0,18,IdealMap,False
depthFirst,0.0010433197021484375,22,22,23,18,BaseMap,True
breadthFirst,0.002071857452392578,102,102,12,18,BaseMap,True
bestFirst,0.0009572505950927734,22,22,23,18,BaseMap,True
greedyBestFirst,0.0010652542114257812,12,12,13,18,BaseMap,True
AStar,0.0016407966613769531,12,12,13,18,BaseMap,True
depthFirst,0.01271963119506836,34,34,35,18,ParabolicMap,True
breadthFirst,0.015456676483154297,462,462,18,18,ParabolicMap,True
bestFirst,0.009860038757324219,34,34,35,18,ParabolicMap,True
greedyBestFirst,0.006899118423461914,28,28,25,18,ParabolicMap,True
AStar,0.006960153579711914,28,28,25,18,ParabolicMap,True
depthFirst,0.0015535354614257812,15,33,34,18,VaryingMap,True
breadthFirst,0.0059926509857177734,296,581,29,18,VaryingMap,True
bestFirst,0.007086753845214844,120,120,18,18,VaryingMap,True
greedyBestFirst,0.003996372222900391,24,42,30,18,VaryingMap,True
AStar,0.0035550594329833984,27,35,29,18,VaryingMap,True
depthFirst,0.0,15,15,16,18,LimitMap,True
breadthFirst,0.0,93,93,12,18,LimitMap,True
bestFirst,0.0010256767272949219,16,16,17,18,LimitMap,True
greedyBestFirst,0.0,12,12,12,18,LimitMap,True
AStar,0.0,12,12,12,18,LimitMap,True
depthFirst,0.0,61,127,101,18,IdealMap,True
breadthFirst,0.007456779479980469,689,1374,35,18,IdealMap,True
bestFirst,0.0057582855224609375,224,311,29,18,IdealMap,True
greedyBestFirst,0.0,19,38,39,18,IdealMap,True
AStar,0.0010845661163330078,22,42,41,18,IdealMap,True
depthFirst,0.0009992122650146484,18,18,19,18,BaseMap,True
breadthFirst,0.0009987354278564453,81,81,10,18,BaseMap,True
bestFirst,0.0010142326354980469,18,18,19,18,BaseMap,True
greedyBestFirst,0.0009877681732177734,15,15,13,18,BaseMap,True
AStar,0.001653432846069336,15,15,13,18,BaseMap,True
depthFirst,0.006601810455322266,33,33,34,18,ParabolicMap,True
breadthFirst,0.013211727142333984,461,461,18,18,ParabolicMap,True
bestFirst,0.007554292678833008,33,33,34,18,ParabolicMap,True
greedyBestFirst,0.008957386016845703,27,27,25,18,ParabolicMap,True
AStar,0.006535768508911133,27,27,25,18,ParabolicMap,True
depthFirst,0.0012516975402832031,12,20,22,18,VaryingMap,True
breadthFirst,0.0049097537994384766,200,398,26,18,VaryingMap,True
bestFirst,0.004238128662109375,76,76,13,18,VaryingMap,True
greedyBestFirst,0.0019958019256591797,21,36,23,18,VaryingMap,True
AStar,0.0025467872619628906,24,32,19,18,VaryingMap,True
depthFirst,0.0019419193267822266,96,96,37,18,LimitMap,True
breadthFirst,0.0009982585906982422,144,144,18,18,LimitMap,True
bestFirst,0.0009992122650146484,102,102,26,18,LimitMap,True
greedyBestFirst,0.0,20,20,20,18,LimitMap,True
AStar,0.0010030269622802734,20,20,20,18,LimitMap,True
depthFirst,0.0005102157592773438,39,75,35,18,IdealMap,True
breadthFirst,0.003009796142578125,488,971,27,18,IdealMap,True
bestFirst,0.010256528854370117,302,419,31,18,IdealMap,True
greedyBestFirst,0.0015590190887451172,13,30,32,18,IdealMap,True
AStar,0.0,17,30,27,18,IdealMap,True
depthFirst,0.0015065670013427734,26,26,27,18,BaseMap,True
breadthFirst,0.002161264419555664,139,139,15,18,BaseMap,True
bestFirst,0.0,26,26,27,18,BaseMap,True
greedyBestFirst,0.002012968063354492,20,20,18,18,BaseMap,True
AStar,0.0012707710266113281,20,20,18,18,BaseMap,True
depthFirst,0.0054934024810791016,32,32,33,18,ParabolicMap,True
breadthFirst,0.012706995010375977,438,438,17,18,ParabolicMap,True
bestFirst,0.006528139114379883,32,32,33,18,ParabolicMap,True
greedyBestFirst,0.009781599044799805,40,40,25,18,ParabolicMap,True
AStar,0.012979269027709961,40,40,25,18,ParabolicMap,True
depthFirst,0.0,12,25,28,18,VaryingMap,True
breadthFirst,0.004578113555908203,228,450,26,18,VaryingMap,True
bestFirst,0.0062825679779052734,97,97,14,18,VaryingMap,True
greedyBestFirst,0.0023910999298095703,17,26,25,18,VaryingMap,True
AStar,0.0019807815551757812,18,21,21,18,VaryingMap,True
depthFirst,0.0009987354278564453,14,14,15,18,LimitMap,True
breadthFirst,0.001016855239868164,115,115,14,18,LimitMap,True
bestFirst,0.0,33,33,28,18,LimitMap,True
greedyBestFirst,0.0,14,14,14,18,LimitMap,True
AStar,0.0,14,14,14,18,LimitMap,True
depthFirst,0.0015096664428710938,38,69,61,18,IdealMap,True
breadthFirst,0.006432294845581055,633,1262,34,18,IdealMap,True
bestFirst,0.014725446701049805,494,895,33,18,IdealMap,True
greedyBestFirst,0.0,19,34,31,18,IdealMap,True
AStar,0.0,20,32,30,18,IdealMap,True
depthFirst,0.002010822296142578,32,32,33,18,BaseMap,True
breadthFirst,0.003831624984741211,151,151,17,18,BaseMap,True
bestFirst,0.004761219024658203,32,32,33,18,BaseMap,True
greedyBestFirst,0.002484560012817383,21,21,20,18,BaseMap,True
AStar,0.00130462646484375,21,21,20,18,BaseMap,True
depthFirst,0.002513408660888672,22,22,23,18,ParabolicMap,True
breadthFirst,0.010843276977539062,300,300,13,18,ParabolicMap,True
bestFirst,0.003508329391479492,22,22,23,18,ParabolicMap,True
greedyBestFirst,0.006510496139526367,31,31,20,18,ParabolicMap,True
AStar,0.010175466537475586,31,31,20,18,ParabolicMap,True
depthFirst,0.0,12,19,22,18,VaryingMap,True
breadthFirst,0.007912635803222656,220,430,22,18,VaryingMap,True
bestFirst,0.004364967346191406,89,89,12,18,VaryingMap,True
greedyBestFirst,0.0010292530059814453,16,30,26,18,VaryingMap,True
AStar,0.002192258834838867,20,26,21,18,VaryingMap,True
